tweet_id,favorite_count,retweet_count,retweet_status,url
817181837579653120,0,8540,Original tweet,https://t.co/MiMKtsLN6k
817171292965273600,8842,2042,Original tweet,https://t.co/56uBP28eqw
817120970343411712,12328,2621,Original tweet,https://t.co/kCLgD8687T
817056546584727552,8680,1657,Original tweet,https://t.co/r6SLVN2VUH
816829038950027264,0,4758,Original tweet,https://t.co/dgvTPZ9tgI
816816676327063552,10102,2062,Original tweet,https://t.co/dVVavqpeF9
816697700272001025,9882,2216,Original tweet,https://t.co/WFt82XLyEF
816450570814898180,30701,8165,Original tweet,https://t.co/LIhmM7i70k
816336735214911488,8683,1960,Original tweet,https://t.co/nuJxtmlLcY
816091915477250048,9017,2168,Original tweet,https://t.co/tlfuZ25IMi
816062466425819140,0,1030,Original tweet,https://…
816014286006976512,0,5320,Original tweet,https://t.co/ghyT4Ubk1r
815990720817401858,4998,1030,Original tweet,https://t.co/r4W111FzAq https://t.co/fQpYuMKG3p
815966073409433600,22624,8540,Original tweet,https://t.co/MiMKtsLN6k
815745968457060357,0,4177,Original tweet,…
815736392542261248,9938,2284,Original tweet,https://t.co/gd9UlLOCQ0
